0            1024                            0.01
0            1024                            0.00
0            1024                            0.00
0            1024                            0.01
0            1024                            0.00
0            1024                            0.00
0            1024                            0.00
0            1024                            0.00
0            1024                            0.01
0            1024                            0.01
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            2048                            0.02
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            4096                            0.07
0            8192                            0.29
0            8192                            0.30
0            8192                            0.28
0            8192                            0.30
0            8192                            0.29
0            8192                            0.29
0            8192                            0.28
0            8192                            0.28
0            8192                            0.28
0            8192                            0.32
0           16384                            1.13
0           16384                            1.13
0           16384                            1.12
0           16384                            1.15
0           16384                            1.10
0           16384                            1.13
0           16384                            1.14
0           16384                            1.12
0           16384                            1.14
0           16384                            1.14
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            1024                            0.02
1            2048                            0.09
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            2048                            0.08
1            4096                            0.36
1            4096                            0.36
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            4096                            0.35
1            8192                            1.49
1            8192                            1.51
1            8192                            1.53
1            8192                            1.51
1            8192                            1.54
1            8192                            1.56
1            8192                            1.54
1            8192                            1.54
1            8192                            1.55
1            8192                            1.55
1           16384                           10.16
1           16384                           10.18
1           16384                           10.05
1           16384                           10.39
1           16384                            9.79
1           16384                           10.39
1           16384                           10.02
1           16384                           10.46
1           16384                           10.35
1           16384                            9.91
0           28672                            3.33
0           28672                            3.29
0           28672                            3.28
0           28672                            3.31
0           28672                            3.35
0           28672                            3.30
0           28672                            3.29
0           28672                            3.31
0           28672                            3.30
0           28672                            3.28
0           31744                           25.97
0           31744                           36.05
0           31744                           40.80
0           31744                           42.99
0           31744                           44.67
1           28672                           19.21
1           28672                           19.89
1           28672                           19.64
1           28672                           19.54
1           28672                           20.17
1           28672                           19.62
1           28672                           19.58
1           28672                           20.32
1           28672                           20.00
1           28672                           20.48
